Character,Reading
㺸,píng
㺹,biàn
㺿,yí
㻀,yú
㻂,píng
㻃,qū
㻉,bù
㻌,tú
㻍,wú
㻑,jì
㻒,jùn
㻓,zōu
㻔,duǒ
㻕,jué
㻖,dài
㻝,là
㻞,bīn bān
㻟,suí
㻠,tú
㻡,xuē dié
㻬,tū
㻱,jīn
㻲,lǚ
㻵,zhàn
㻶,bǐ
㻷,jí
㻸,zēn
㻹,xuān
㻺,lì
㻽,suì xuán
㻾,yōng
㻿,shǔ
㼈,luó
㼉,zhèn
㼊,tún
㼋,gū rǔ
㼌,yǔ
㼍,lěi
㼎,bó
㼏,něi
㼐,pián
㼑,liàn
㼒,tǎng
㼔,wēn
㼕,dāng
㼖,lì
㼗,tíng
㼘,wǎ
㼚,gāng
㼛,xíng
㼞,pèng bèng
㼟,bó
㼠,tuó
㼡,shū
㼢,yí
㼣,bó
㼤,qiè
㼥,tǒu kǎo
㼦,gǒng
㼧,tóng
㼩,chéng shèng
㼪,jié
㼫,huàn huà
㼬,xìng
㼭,diàn
㼮,chāi qì
㼯,dòng
㼰,pí
㼱,ruǎn jùn
㼲,liè
㼳,shěng
㼴,ǒu
㼵,dì
㼶,yú
㼷,chuán zhuān
㼸,róng
㼹,kāng huāng
㼺,táng
㼻,cóng
㼽,chuǎng shuǎng
㼾,lù
㼿,tóng zhòng
㽀,zhèng
㽂,sà
㽃,pān
㽄,sī
㽆,dāng
㽇,hú
㽈,yì
㽉,xiàn
㽊,xiè
㽋,luó
㽎,tán xīn
㽑,tán
㽕,yóu
㽘,gǎng
㽚,chì
㽛,gōu qú
㽝,lì
㽟,liè
㽠,xiá
㽡,bēi
㽢,ǎn
㽤,jú
㽥,róu
㽦,xún
㽧,zī
㽨,cuó
㽩,càn
㽪,zěng
㽫,yōng
㽬,fù pì
㽱,jiǎo jiū niú
㽲,jiǎo xiǔ
㽳,xū
㽴,zhàng
㽷,shuì
㽹,fǎn fàn
㽺,jí
㽻,zhī
㽽,gù
㽾,wù
㾀,qiè qǔ
㾁,shù
㾂,hāi
㾃,tuó
㾄,dú chóu
㾅,zǐ
㾇,mù
㾈,fù
㾉,líng
㾊,jí cì sè
㾋,xiū xiù
㾍,nái
㾎,yā xiā
㾏,jiè yá
㾑,dá hè da
㾒,rú rù
㾓,yuān
㾔,lǚ
㾕,shěn
㾖,lǐ
㾗,liàng
㾘,gěng
㾙,xìn xì
㾚,xiē
㾛,qǐn
㾜,qiè
㾝,chè
㾞,yóu
㾟,bù
㾠,kuáng
㾢,ài
㾣,qīn
㾤,qiāng
㾥,chù
㾦,pèi pēi
㾧,kuò luǒ
㾨,yī qǐ ǎi
㾩,guāi
㾪,shěng
㾫,piān
㾭,zhòu
㾮,huáng
㾯,huī tuí
㾰,hú
㾴,zhā
㾵,jì
㾶,gǔ
㾷,xī
㾸,gǎo
㾹,chái zhài chí
㾺,mà
㾻,zhù chú
㾼,tuǐ
㾽,zhuì tuí
㾾,xiān lián
㾿,láng
㿃,zhì dài
㿄,ài
㿆,guō
㿇,xí xì
㿉,tuǐ
㿊,cǎn
㿌,xiān
㿎,fèn fén
㿑,yào
㿒,dǎo zhòu chóu
㿓,jiá
㿔,lěi
㿕,yán
㿖,lú lù
㿘,yíng
㿙,pì
㿚,luò
㿛,lì
㿟,bái
㿠,huàng
㿣,hē
㿤,chǔn
㿥,hé
㿦,nìng
㿧,chóu
㿩,tǎng
㿪,huán
㿫,bì
㿬,bā
㿭,chè lè
㿮,yàng
㿯,dá
㿰,áo bì
㿱,xué
㿳,zī
㿴,dā
㿶,bāng
㿷,cuó cāo
㿸,wǎn mán
㿹,tà
㿺,báo
㿻,gān
㿼,yán
㿽,xī
㿿,yǎ
䀀,fàn
䀁,yòu
䀂,ān
䀃,tuí
䀅,shè
䀇,gǔ
䀈,jì
䀉,qiáo
䀊,jiǎo
䀍,kàn
䀏,xuàn xún
䀐,shān
䀑,wò
䀒,qiān
䀓,huàn
䀔,rèn
䀕,zhèn
䀖,tiān
䀗,jué xuè
䀘,xié jī
䀙,qì
䀚,áng
䀛,mèi wù mà
䀞,tāo
䀠,jù
䀡,chàn diān tàn
䀢,shùn
䀣,bì mà
䀤,mào
䀦,gǔ
䀧,hǒng
䀨,huà guā
䀩,luò
䀪,háng
䀫,jiá tǔn
䀬,quán
䀭,gāi
䀮,huāng
䀯,bǔ
䀰,gǔ
䀱,fēng
䀲,mù
䀴,yǐng yà kēng
䀵,shùn
䀶,liàng lǎng
䀷,jié
䀸,chì
䀹,jié zhǎ shè jiá yà
䀺,chōu tāo
䀻,pìng
䀼,chēn rèn
䀽,yán
䀾,dǔ
䁁,liàng
䁂,xiàn
䁃,biāo
䁄,xìng
䁅,měng mèng
䁆,yè
䁇,mì
䁈,qì
䁊,wò
䁋,xiè zhé
䁌,yù
䁍,qià kān
䁎,chéng tíng chēng
䁏,yǎo
䁐,yīng yìng
䁒,jí zí
䁓,zōng zǒng jiè
䁔,xuān hàn
䁕,mín
䁗,kǎi
䁘,yǎo
䁙,yǎn
䁚,sǔn qióng
䁛,guì
䁜,huàng huǎng
䁝,yíng yǐng
䁟,chá
䁠,lián
䁢,xuán
䁣,chuán
䁤,chè zhé huǐ
䁥,nì
䁧,miáo
䁨,huò
䁩,yú
䁪,zhǎn
䁫,hú méng
䁬,céng
䁭,biāo
䁮,qián
䁯,xī xié
䁱,kōu
䁲,mái
䁳,mǎng
䁴,zhǎn shǎn
䁵,biǎn huán
䁶,jī jiǎo
䁷,jué wù
䁸,náng nǒng
䁺,shì yì
䁻,shuò lì
䁼,mò
䁽,liè
䁾,miè
䁿,mò
䂀,xī
䂁,chán
䂂,qú
䂃,jiào
䂄,huò
䂅,xiān
䂆,xù
䂇,niǔ
䂈,tóng
䂉,hóu
䂊,yù
䂌,chōng
䂍,bó
䂎,zuǎn cuān
䂏,diāo
䂐,zhuō
䂑,jī
䂒,qià
䂔,xìng
䂕,huì
䂗,kū
䂙,duī
䂚,yáo
䂛,yú
䂜,bàng
䂟,jiā
䂠,shǐ
䂢,dǒng
䂣,cí
䂤,fù
䂦,zhēn zhěn
䂧,zhěn
䂩,yàn qìng
䂪,qiǎo diào
䂫,hóng
䂬,gǒng
䂭,qiāo
䂮,lüè
䂰,là
䂱,ruì
䂳,cuǒ chǎ
䂴,yán
䂶,jié
䂷,guāi
䂸,guó
䂹,suǒ
䂺,wǒ kē
䂻,zhèng
䂼,niè
䂽,diào
䂾,lǎi
䂿,tà
䃀,cuì
䃁,yā
䃂,gǔn
䃇,mián
䃈,jiē
䃊,jǔ
䃌,zhēn yīn
䃎,zhǎ zhà
䃏,xīng
䃑,bān pán
䃒,hé
䃓,gòu gōu
䃔,hóng qióng
䃕,láo luò
䃖,wù
䃗,bō zhuó
䃘,kēng
䃙,lù
䃚,cù zú
䃛,lián
䃜,yī
䃝,qiào
䃞,shú
䃠,xuàn
䃡,jīn qín
䃢,qīn
䃣,huǐ
䃤,sù
䃥,chuáng
䃦,dūn
䃧,lóng
䃫,dǎn
䃬,wěi kuǐ lěi
䃭,gǎn
䃮,dá
䃰,cā
䃳,là liè
䃴,zhū
䃵,niǎo
䃶,huái guī guài
䃷,yíng
䃸,xiàn jīn
䃽,guǐ zhī fú
䃾,bǐ
䃿,fū
䄁,yì
䄄,yīn
䄆,huó huàn
䄇,chéng
䄈,dòu xiáng
䄉,é
䄋,yǎn yàn
䄌,zhuì chuò
䄍,zhà
䄐,quàn
䄓,huáng
䄘,péng
䄙,míng
䄚,cáo
䄜,lí chī
䄝,chuāng
䄟,cuī
䄡,dān
䄤,lài lǎn
䄥,líng
䄦,liǎo
䄧,réng
䄨,yú
䄩,yì
䄪,diǎo
䄫,qǐ
䄮,fū
䄯,jiǎn
䄰,yá
䄱,fāng
䄲,ruì
䄳,xiān
䄶,bì bó
䄷,shí
䄸,pò
䄺,zhì tí
䄻,cháo tiāo táo
䄼,tiǎn
䄾,rù rǒng
䄿,yì
䅀,liè
䅁,àn
䅂,hé
䅃,qióng jiòng
䅄,lì
䅅,guī wā
䅆,zì
䅈,yuàn
䅊,chá
䅋,wǎn
䅌,juān
䅍,tǐng
䅎,yǒu
䅑,ruí
䅓,jǔ
䅔,zī
䅕,jū
䅖,ān ǎn yān yǎn yè
䅗,suì
䅘,lái
䅙,hùn
䅚,quǎn
䅛,chāng
䅜,duò chuí tuǒ
䅝,kōng
䅞,nè
䅡,xǔ
䅢,jiù
䅣,huáng
䅤,qì
䅥,jié gé
䅦,máo
䅧,yān yìn
䅩,zhǐ qí
䅬,ài
䅭,páng
䅮,càng
䅯,táng
䅰,ěn
䅲,qí
䅳,chú zōu
䅴,suǒ
䅵,zhuó
䅷,tú chú
䅸,shēn zú
䅹,lǒu
䅺,biāo miǎo
䅻,lí
䅼,mán màn
䅽,xīn gǔ
䅾,cén qián
䅿,huáng
䆀,měi
䆁,gāo
䆂,lián
䆃,dào
䆄,zhǎn
䆅,zī
䆉,bà
䆊,cuì mèi
䆍,lóng
䆎,xiān
䆏,fèi fèn
䆑,chéng
䆓,è ruǎn
䆔,chōng
䆕,yuè
䆖,hóng
䆗,yǎo
䆘,yā zā
䆚,tóng dòng
䆛,zhà
䆜,yòu
䆝,xuè zhú
䆞,yǎo
䆟,kè āo
䆡,láng
䆢,yuè
䆨,níng
䆪,hōng
䆬,yǔn
䆭,xuān
䆯,zhuó
䆰,yū
䆱,tān
䆲,kāng
䆵,chéng
䆶,jiū
䆷,xuè
䆸,zhēng
䆹,chōng tǒng
䆺,pān
䆽,qú
䆾,lán làn
䇁,sī
䇂,qiān
䇅,fá
䇈,huà
䇋,hài
䇌,qiào
䇍,chù qì
䇎,què
䇏,duì
䇐,lì
䇑,bà pī
䇓,xū
䇔,luò nuò
䇖,yǔn
䇗,zhōng
䇘,hù
䇙,yǐn
䇛,zhǐ
䇜,qiǎn qiàn
䇞,gān gǎn
䇠,zhù
䇡,zhù
䇢,kǔ gù
䇣,niè
䇤,ruì
䇦,ǎng yīng
䇧,zhì jī
䇨,gòng xiáng
䇩,yì yè
䇪,chī
䇫,jī
䇬,zhū shū chuǎng
䇭,lǎo
䇮,rèn
䇯,róng
䇰,zhēng
䇶,jué wò
䇷,bié
䇸,chéng tīng
䇺,dòu
䇻,wěi
䇼,yì
䇽,zhì
䇾,yán
䈀,sān
䈁,lún
䈂,píng
䈃,zhǎo
䈄,hán
䈆,dài
䈈,féi bā
䈉,shà qiè
䈊,líng
䈋,tà
䈌,qū
䈍,méng
䈎,yè
䈏,báo fú
䈐,guì
䈑,guǎ
䈒,nǎn lǎn
䈓,gé qià
䈕,shí tí jī yí
䈖,kē
䈗,suǒ
䈘,cí
䈙,zhòu
䈚,tái
䈛,kuài
䈜,qìn
䈝,xū
䈞,dǔ
䈟,cè zhá
䈠,huǎn yuàn
䈡,cōng sōng
䈢,sǎi xǐ
䈣,zhèng
䈥,jīn
䈦,zōng
䈧,wěi
䈪,xì
䈫,nà
䈬,pú
䈭,sōu huái
䈮,jù
䈯,zhēn
䈰,shāo
䈱,tāo
䈲,bān pán
䈳,tà
䈴,qiàn
䈵,wēng
䈶,róng
䈷,luò
䈸,hú
䈺,zhōng
䈻,pú
䈼,miè mì
䈽,jīn
䈾,shāo shuò
䈿,mì
䉀,shù
䉁,líng
䉂,lěi
䉃,jiǎng
䉄,léng
䉅,zhì
䉆,diǎo
䉈,sǎn
䉉,gū hú
䉊,fàn
䉋,mèi
䉌,suì
䉍,jiǎn
䉎,táng
䉏,xiè
䉐,kū
䉑,wú
䉓,luò
䉔,cān
䉕,céng
䉗,yī
䉙,yún
䉚,méng
䉛,yù ǎo
䉜,zhì
䉝,yǐ
䉞,dǎn
䉟,huò
䉠,wéi
䉡,tán
䉢,sè
䉣,xiè
䉦,qiān
䉧,liú liǔ
䉨,yì
䉪,lèi
䉫,lí
䉬,fèi
䉭,liè
䉮,lìn
䉯,xiàn
䉰,xiào jiǎo
䉱,ōu
䉳,xiān xiǎn
䉴,ráng
䉶,shuāng
䉷,yán
䉸,biàn
䉺,hóng
䉻,qí
䉾,bì
䊂,cè sè
䊃,pèi
䊄,qióng
䊅,míng
䊆,jiù qiǔ
䊇,bù
䊈,méi
䊉,sǎn
䊊,wèi
䊍,lí
䊎,quǎn qún
䊐,hún
䊓,shì
䊔,yíng
䊖,nǎn
䊗,huáng
䊘,jiù
䊙,yān
䊛,sà
䊜,tuán
䊝,xiè
䊞,zhé chè
䊟,mén
䊠,xì
䊡,mán
䊣,huáng
䊤,tán dàn
䊥,xiào
䊦,yè
䊨,luó
䊩,fán
䊪,lì
䊫,cuǐ
䊬,chuā
䊭,dào chóu
䊮,dí
䊰,chú
䊱,xiān
䊲,chàn chǎn
䊳,mí mó
䊴,qiàn
䊵,qiú
䊺,hù
䊻,gān
䊼,chǐ
䊽,guài jué
䊾,mù
䋀,huà
䋁,gěng
䋂,yáo
䋃,mào
䋈,rú nǎ
䋉,xué
䋊,zhēng
䋌,jiǎng
䋎,zhàn
䋏,zuó zhà
䋐,yuè
䋑,liè
䋔,bì
䋖,yù
䋙,ěr
䋛,mǐ
䋟,jì
䋢,biē
䋣,fán pó
䋤,yuè
䋥,lí
䋦,fán
䋨,fǔ
䋩,ér
䋪,ē
䋫,zhēng
䋬,tiān
䋭,yù
䋰,jú
䋱,lái
䋳,běi
䋴,niù
䋵,yì yè
䋶,xǔ xié
䋷,móu
䋸,xún
䋹,fú
䋻,nín
䋼,tīng yíng
䋽,běng
䋾,zhǎ nà
䋿,wēi
䌀,kē
䌁,yāo
䌂,òu
䌃,xiāo shuò
䌅,táng
䌆,guì
䌈,tà
䌋,dā
䌍,jǐn
䌎,lüè
䌏,mì
䌐,mì
䌑,jiān
䌒,lù
䌔,ōu
䌖,jié
䌗,fǔ
䌘,biè bì
䌙,huàng
䌚,sū
䌜,niè
䌝,jīn jìn
䌞,liǎn
䌟,bó bì
䌠,jiān
䌡,tǐ
䌢,líng
䌣,zuǎn
䌤,shī zhǐ
䌥,yǐn
䌦,dào
䌨,cā cài
䌩,miè
䌪,yǎn
䌬,chóng
䌭,jiāo
䌮,shuāng
䌯,quān quán guàn
䌰,niè
䌳,shī
䌴,luò
䌵,zhú
䍃,yóu
䍄,diǎn
䍇,tà
䍉,zhǎi
䍊,jiāo
䍍,kòu
䍎,cùn xiǎn
䍔,gōng
䍕,dī dǐ
䍖,fú
䍗,xuàn
䍘,mí
䍙,méi mǒu
䍚,làng
䍛,gù
䍜,zhào
䍝,tà
䍟,zòng
䍡,lù
䍣,léi
䍤,jǐ
䍥,lì
䍦,lí
䍨,pō fèi
䍩,yǎng
䍪,wà
䍫,tuó
䍬,pēng
䍮,zhào
䍯,guǐ
䍱,xú
䍲,nái
䍳,què jué chuò
䍴,wěi
䍵,zhēng
䍶,dōng
䍷,wěi
䍸,bó
䍺,huàn
䍻,xuàn
䍼,zān cán
䍽,lì
䍾,yǎn
䍿,huáng
䎀,xuè
䎁,hú
䎂,bǎo
䎃,rǎn
䎄,xiāo tiáo
䎅,pò
䎆,liào
䎇,zhōu
䎈,yì
䎉,xù
䎊,luò pò
䎋,kào
䎌,chù
䎎,nà
䎏,hán
䎐,chǎo
䎑,lù
䎒,zhǎn
䎓,tà
䎔,fū
䎕,hōng
䎖,zēng
䎗,qiáo
䎘,sù
䎙,pīn
䎜,hūn
䎟,ér
䎠,ér nuò
䎡,ruǎn
䎢,qǐ
䎤,jú
䎦,yǎn
䎧,bàng póu
䎨,yè àn
䎩,zī
䎪,nè
䎫,chuàng
䎭,cāo
䎮,tì
䎯,hàn hǎn
䎰,zuó
䎱,bēi bà
䎳,wà
䎴,gēng shèng
䎶,èr
䎷,zhù
䎸,wù
䎺,zhì
䎻,zhòu
䎼,lù
䎿,qiú
䏀,là
䏁,zǎi
䏂,sǒu
䏃,mián míng
䏄,dǐ zhì
䏅,qì
䏆,cáo
䏇,piào
䏈,lián luán
䏉,shī
䏌,qì yì
䏍,yuàn yuān
䏎,féng
䏏,xū
䏐,jué
䏒,piàn pàn
䏔,niǔ zhǒu ròu nǜ
䏕,rèn
䏖,zhèn yǐn
䏘,pì
䏙,tǎn dàn zhuàn
䏚,chǎo miǎo
䏜,hē
䏞,mò
䏟,bié bì
䏠,qì lā
䏡,shì
䏢,bǐ
䏦,guā tián
䏧,nà ná chǐ
䏨,huǐ duī
䏩,xī
䏪,èr
䏫,xiū
䏬,móu
䏰,rùn
䏱,jú
䏲,dié tī
䏳,zhè
䏴,shào
䏵,měng mǎng máng
䏶,bì
䏷,hàn
䏹,xiàn chēn
䏺,pāng
䏼,cán zhàn
䏽,bù péi
䏿,qǐ
䐀,jì
䐁,zhuó dū
䐂,lù
䐃,jùn zhūn
䐄,xiàn hàn
䐅,xī
䐆,cǎi
䐇,wěn chún
䐈,zhí
䐉,zì nǎo
䐊,kūn hún hùn
䐋,cōng
䐍,chù
䐎,dī
䐏,chǔn shǔn
䐐,qiū
䐑,zhé
䐒,zhā
䐓,róu
䐔,bǐn biàn
䐕,jí
䐖,xī
䐗,zhū dǔ
䐘,jué
䐚,jī
䐜,chēn
䐝,suò
䐞,ruò
䐟,xiǎng gōu
䐢,zhù zhòu chù
䐣,sǔn
䐤,chāi cuó
䐥,wěng
䐦,kē
䐧,kào hè
䐨,gǔ què
䐩,gāi guī kǎi
䐫,cōng
䐬,cáo
䐭,zhì dì
䐮,chǎn
䐯,léi lěi
䐰,xiū
䐱,zhài
䐲,zhé
䐴,guì
䐵,gōng huáng
䐶,zān jǐn qián
䐷,dān
䐸,huò guó
䐹,sōu sào xiào
䐺,tàn tán
䐻,gū
䐼,xì
䐽,mán
䐾,duó
䐿,ào ǎo
䑀,pì pǐ
䑁,wù
䑂,ǎi
䑄,pì yì
䑆,yǎng
䑇,zhì
䑈,bó
䑉,yíng
䑊,wéi wèi
䑋,rǎng
䑌,lán làn
䑍,yān yàn yǐng
䑎,chǎn
䑏,quán huān
䑔,fèi
䑗,dàng
䑘,cuó
䑙,tān rán tiàn
䑜,tà tiè
䑠,liǎo
䑣,chēn
䑤,jìn
䑥,è sà
䑦,gōu
䑪,è
䑫,bēng
䑬,tāo yào tiāo
䑯,dì
䑱,wǎn
䑲,zhào
䑳,lún
䑴,qí
䑶,qiàn
䑸,zōng
䑹,sōu sāo
䑻,yóu
䑼,zhōu
䑽,tà
䑿,sù
䒀,bù
䒁,xí
䒄,fù
䒅,téng
䒆,chè
䒇,fù
䒈,fèi
䒉,wǔ
䒊,xī
䒋,yǎng
䒌,mìng
䒍,pǎng
䒎,mǎng
䒏,sēng
䒐,méng mèng
䒓,kǎi
䒔,bài
䒕,xiǎo
䒖,xìn
䒚,shǎo
䒛,huàn
䒜,niú
䒞,chén yín
䒟,dān
䒠,fēng xiá
䒡,yǐn
䒢,áng
䒤,rì
䒥,mán
䒦,fàn
䒧,qū qù
䒨,shǐ sì
䒩,hé
䒪,biàn
䒫,dài
䒰,kuāng
䒲,chà
䒴,yǒu
䒵,hào
䒷,guā
䒸,xuè
䒹,lèi
䒻,qǐ
䒼,qū
䒽,wǎng
䒾,yī
䓂,yán
䓃,yì
䓄,yín
䓅,qí
䓆,zhé
䓇,xì hè kè
䓈,yì
䓉,yé yē
䓊,wú yú
䓋,zhī
䓌,zhì
䓎,chuò
䓏,fū
䓐,chún
䓑,píng
䓗,cōng
䓘,gāo jiù
䓙,kuā guāi
䓚,qū cú
䓛,qū
䓜,zhī
䓝,mèng
䓞,lì
䓟,zhōu liè
䓠,tà
䓡,zhī
䓢,gù
䓣,liǎng
䓤,hū
䓥,là
䓫,qí
䓭,chà
䓮,mào
䓰,yīn
䓱,chái zuī
䓲,ruì
䓳,hěn xié
䓴,ruǎn
䓵,fū
䓸,jiān
䓺,měi
䓼,máng hè
䓽,jì
䓾,suō
䓿,hàn
䔁,lì
䔂,zǐ zǎi
䔃,zǔ
䔄,yáo yào
䔅,gē
䔆,lí
䔇,qǐ ái
䔈,gòng
䔉,lì suàn
䔊,bīng
䔋,suō
䔎,sù
䔏,chòu
䔐,jiān
䔑,xié yé tú
䔒,bèi
䔓,xǔ
䔔,jìng
䔕,pú
䔗,xiáng
䔙,diào
䔚,chún
䔝,zhāi
䔞,lǜ
䔟,yí
䔠,shǎo shāo shuò
䔡,yú
䔣,lí
䔤,pā
䔪,shuǎng
䔬,yì
䔭,nìng
䔮,sī
䔯,kù
䔰,fù
䔱,yī
䔲,dēng chéng
䔳,rán
䔴,cè cuì chuà
䔶,tí tái
䔷,qín
䔸,biǎo biāo
䔹,suì
䔺,wéi wěi
䔻,dūn duī
䔼,sè zé
䔽,ài
䔾,qì è
䔿,zǔn
䕀,kuǎn
䕁,fěi
䕆,dòu
䕇,huì
䕈,xiè
䕉,zé
䕊,tán
䕋,táng
䕌,zhì
䕍,yì
䕒,jiā
䕓,chá chuì
䕔,xián
䕕,màn
䕗,bì
䕘,líng lǐng
䕛,jiá
䕝,chēng
䕞,làng
䕟,xīng
䕡,lǘ
䕢,zhǎ
䕣,hé
䕤,jī
䕦,yíng
䕧,xiào jiǎo
䕩,lǎo
䕪,zé
䕭,xián qián
䕮,jú qū
䕰,fán
䕱,tóu
䕲,lǐn
䕳,mí
䕵,xié
䕷,mí
䕸,jiē
䕺,cóng
䕻,lì
䕼,rán
䕽,zhú
䕾,yín yán
䕿,hàn
䖁,yì
䖂,luán
䖃,yuè lǎ
䖅,líng
䖆,niàng
䖊,yì
䖌,yì
䖎,xiá
䖐,yín
䖑,mì
䖒,xī
䖓,nà
䖔,kǎn hàn
䖕,zǔ
䖖,xiá
䖘,tú
䖙,tī
䖚,wū
䖛,suǒ
䖜,yín
䖞,zhǒu
䖡,nǜ
䖢,miáo
䖣,zǎo
䖦,qū zhuō
䖧,nà
䖨,shí zhì
䖩,bì
䖪,zī cī
䖫,bàng
䖭,juàn juān
䖯,kuí wā
䖰,pài
䖱,kuāng
䖲,xún zōng
䖳,zhà zhé
䖴,yáo
䖵,kūn
䖶,huī
䖷,xī
䖹,yáng mǐ
䖺,tiáo
䖻,yóu
䗀,chēng
䗁,jì qī
䗂,hǔ
䗃,zhàn
䗄,fǔ
䗅,cháng
䗆,guǎn guān
䗇,jú qū
䗉,chāng
䗊,tàn
䗋,móu
䗌,xīng
䗍,lǐ luó
䗎,yān
䗏,sōu
䗐,shī
䗑,yì
䗒,bìng
䗓,cōng
䗔,hóu hòu
䗗,jī
䗘,gé
䗙,hán
䗚,bó
䗛,xiū
䗜,liú
䗟,yì
䗡,yán yān
䗢,zǎo
䗣,hàn
䗤,yóng
䗥,zōng
䗧,kāng
䗨,yú
䗩,qī
䗪,zhè
䗫,má
䗮,shuǎng
䗯,jìn
䗰,guàn
䗱,pú pù pǔ
䗲,lìn
䗴,tíng
䗵,jiāng
䗷,yì
䗸,yōng
䗺,yǎn dàn
䗼,xūn
䗽,wèi
䗿,níng nǐng
䘀,fù
䘃,mò
䘄,zhù
䘆,xiǎn
䘊,miè
䘋,jiān
䘌,nì
䘎,wān
䘒,zuī
䘓,kàn
䘔,kā
䘕,háng
䘘,yù sù
䘝,yì
䘟,diāo
䘡,bǐ
䘢,zhǔ
䘣,zǐ zhì
䘤,shù
䘥,xiá jiá
䘦,ní nǐ
䘨,jiǎo
䘩,xún xuàn
䘪,chōng
䘬,róng
䘭,zhì
䘰,shān
䘳,jīn
䘵,lù
䘶,hān hàn
䘷,biē
䘸,yì
䘹,zuì cuì
䘺,zhàn
䘻,yù
䘼,wǎn
䘽,ní
䘾,guǎn guàn
䘿,jué
䙁,cán
䙃,duò
䙄,qì zhǎ
䙅,yāo yào
䙆,kuì
䙇,ruán nuǎn
䙈,hóu
䙉,xún
䙎,xié xì
䙏,bó
䙐,kè
䙑,cuī
䙒,xù
䙔,ōu
䙕,zǒng
䙘,chǔ zú
䙞,dēng
䙟,wéi
䙠,jué
䙡,kuì huì
䙢,zèng
䙣,sà
䙤,duǒ
䙦,méng
䙬,yìng
䙮,guàn
䙯,cù
䙰,lí
䙳,biāo è
䙵,xī
䙹,xiàn
䙼,shào jiāo
䙽,xié
䙾,shī
䙿,wèi
䚂,hè
䚃,yóu
䚄,lù
䚅,lài lái
䚆,yǐng
䚇,shěng
䚈,juàn
䚉,qì
䚊,jiǎn
䚋,yùn
䚍,qì
䚏,lìn
䚐,jí
䚒,chuáng zhuàng
䚔,bīn
䚕,lì
䚖,líng
䚗,gāng
䚘,chéng
䚙,xuān xī
䚚,xiǎn
䚛,hú
䚜,bī bēi
䚝,zú
䚞,dǎi
䚟,dǎi
䚠,hùn hún
䚡,sāi
䚢,chè
䚣,tí
䚥,nuò ruò
䚦,zhì
䚧,liú
䚨,fèi
䚩,jiǎo jiào qiáo
䚪,guān
䚫,xí áo
䚬,lín
䚭,xuān
䚮,réng
䚯,tǎo xuān
䚰,pǐ é
䚳,zhì
䚴,wà
䚵,tǒu
䚶,tiān
䚷,yī yǐ xì
䚸,xiè
䚹,pǐ
䚻,yáo yóu
䚼,nǜ
䚿,yìn xī
䛀,fǎn fàn bàn
䛁,nán
䛂,yāo
䛃,wàn
䛄,yuǎn
䛅,xiá
䛆,zhòu
䛇,yuǎn
䛈,shì
䛉,miàn
䛊,xī zhī
䛋,jì
䛌,táo páo
䛍,fèi
䛎,xuè
䛏,ní nǐ nì
䛔,ná
䛗,zhǐ
䛘,rén nín
䛙,xù
䛚,lüè
䛝,náo
䛞,hàn
䛟,jiá
䛠,dòu
䛢,tū
䛣,pīng chōu
䛤,cù
䛥,xī xì xīn
䛨,xìn
䛩,wù qià è
䛪,qióng
䛫,zhāng zhèng
䛬,táo
䛭,xìng
䛮,jiù
䛯,jù
䛰,hùn
䛱,tí
䛲,mán
䛳,yàn yān
䛴,jī qǐ
䛵,shòu
䛷,wǎn
䛹,càn xuàn
䛼,huǐ
䛽,zhǎ chā sà
䛾,sù
䛿,gé
䜁,xì
䜃,duī
䜅,wéi chuī
䜆,zhé niè mò
䜇,gǔn gùn
䜈,chāo zhāo
䜉,chī
䜊,zāo zào
䜋,huì
䜌,luán
䜍,liáo
䜎,láo lào
䜏,tuō
䜐,huī
䜑,wù
䜒,ào
䜓,shè
䜔,suí
䜕,mài hài
䜗,xìn hàn
䜙,án è
䜚,tà
䜜,wèi
䜝,tuǎn
䜡,yù
䜢,xiǎn
䜪,qiú
䜫,jiāng hóng
䜭,jùn ruì
䜮,liáo láo
䜯,jú
䜱,mǎn
䜲,liè
䜴,chù shì
䜶,xiáng
䜷,qīn
䜸,měi méi
䜹,shù
䜺,cè
䜼,gú móu
䜽,yú
䜾,yīn
䝀,liú liáo
䝁,láo
䝃,zhé
䝄,shuāng
䝅,huī
䝈,è
䝋,zòng
䝍,jùn jūn
䝎,tuān
䝏,lóu
䝐,wéi duò
䝑,chōng
䝒,zhù
䝓,liè
䝕,zhé
䝖,zhǎo
䝘,yì
䝚,ní
䝛,bō
䝜,suān
䝞,hào
䝟,yà
䝢,màn
䝣,qú
䝤,lǎo liáo
䝥,háo
䝦,zhōng
䝧,mín
䝪,shǔ
䝫,zuó
䝬,zhù
䝭,gòu
䝰,zhì
䝱,xié
䝳,cán hài
䝵,bù
䝶,liáng
䝷,zhī zhì
䝸,jì
䝹,wǎn
䝻,jū
䝼,jìng qíng
䝽,ài
䞀,hòu
䞁,yàn
䞂,ruǎn
䞃,zhì
䞄,biào
䞆,suǒ
䞈,guì
䞋,chèn
䞑,hóng
䞒,dòng
䞔,wěi
䞕,rú yú
䞖,shǔ
䞗,cāi chāi
䞘,jí
䞙,zá
䞚,qí kuí
䞛,yān
䞝,yù
䞞,fú
䞟,pò
䞠,zhī
䞡,tǎn
䞢,zuó
䞣,chě chè qiè
䞤,qú fǔ qǔ
䞥,yòu
䞦,hé
䞧,hòu
䞩,è xiá
䞪,jiàng
䞫,yǔn
