Character,Reading
束,taba tabaneru tsukaneru
杠,teko
条,eda suji
杢,moku
杣,soma
杤,tochi
来,kuru kitaru
杦,sugi
杪,kozue
杬,hujimodoki
杭,wataru kui
杮,kokera
杯,sakazuki
杰,sugureru
東,higashi azuma
杲,akiraka
杳,haruka
杴,suki
杵,kine
杷,tsuka
杻,tekase
杼,hi donguri
松,matsu
板,ita
极,nigura
构,kamaaeru kamaau
枅,togata hijiki
枇,saji kushi naraberu
枉,magaru mageru magete
枋,mayumi fushizuke ikada
枌,sogi
枎,shigeru
枏,kusunoki
析,saku
枑,yarai
枓,hishiyaku
枕,makura
枖,kigawakakusakannasama
林,hayashi
枘,sen hozo
枙,hushi
枚,hira
枛,kinotogi
果,hatasu kudamono hate
枝,eda
枠,waku
枡,masu
枢,toboso karakuri
枦,haze
枩,matsu
枯,kareru karasu
枰,sugorokuban
枱,suki
枲,karamushi
枳,karatachi
枴,tsue
枵,utsuro
架,kakeru tana kakaru
枷,karazao kase
枸,hiiragi karatachi magaru
枹,bachi okera nara
枻,kai
枼,usuikifuda mado
枽,kuwa
枾,kaki
柀,sugi kaya
柁,kaji
柂,kaji
柄,e gara tsuka
柆,oretaki
柈,hachi
柊,hiiragi
柎,utena
柏,kashiwa
某,soregashi
柑,mikan
柒,urushi
染,someru shimiru somaru
柔,yawarakai yawarageru yawara
柗,matsu
柘,yamaguwa tsuge
柙,ori
柚,yuzu
柜,amadare
柝,hyoushigi saku hiraku
柞,hahaso
柢,ne
柤,iseki kirikabu koboke
查,shiraberu
柧,kado sakazuki
柩,hitsugi
柬,erabu tegami
柮,kirihashi
柯,e
柰,karanashi
柱,hashira kotoji sasaeru
柲,nigiri
柳,yanagi
柴,shiba
柵,yarai shigarami
柶,saji
柹,kaki
査,shiraberu
柾,masa
柿,kaki
栂,toga tsuga
栃,tochi
栄,sakaeru haeru sakae
栅,yarai shigarami
栈,kakehashi tana
栓,sennoki
栔,kizamu
栖,sumu
栗,kuri ononoku
栙,funenoho madaharanuho
栝,takigi
栞,shiori
校,kase kuraberu kangaeru
栢,kashiwa kaya
栧,kai
栨,taru hari
栩,kunugi
株,kabu
栫,fushizuke kakomi magaki
栬,chisanakui
栭,masugata
栯,ikuri
栰,ikada
栱,kui
栲,tae nurude taku
核,sane
根,ne
格,tadasu itaru
栽,ueru
栿,hari noseru
桀,haritsuke
桁,keta
桂,katsura
桃,momo
桄,yokogi
桅,kuchinashi
框,kamachi
案,tsukue kangaeru
桍,munashii
桎,ashikase
桐,kiri
桑,kuwa
桒,kuwa
桓,takeshii meguru ureeru
桔,hanetsurube
桕,buna
桗,ne
桘,shii
桙,hoko
桛,kasei
桜,sakura
桝,masu
桟,kakehashi tana
档,koshikake fuchi
桧,hinoki
桫,hego
桮,sakazuki
桯,tsukue
桰,yudame
桲,karazao
桴,bachi ikada
桵,tara
桶,oke
桷,taruki
桺,yanagi
桻,kozue
桼,urushi
桿,teko pouru
梁,hashi hari yana
梂,nominosaki
梃,tsue teko
梄,yaku
梅,ume
梈,kidetsukutsutaooyumi
梍,saikachi
梎,kamanoe eda
梏,tekase
梓,azusa
梔,kuchinashi
梖,baitara
梗,yamanire
梘,sen
梛,nagi
梜,soeita
條,eda suji
梟,fukurou
梠,hisashi
梡,manaita takigi
梢,kozue
梣,toneriko
梥,matsu
梦,yume yumemiru
梧,aogiri
梨,nashi
梩,suki
梪,takatsuki
梭,hi
梮,zen kanjiki
梯,hashigo
械,kase
梱,shikimi kori
梲,tsuka
梳,kushikezuru suku
梶,kozue kaji
梹,binroushi
梺,fumoto
梻,shikimi
梼,kirikabu oroka tsuku
棁,tsuka
棄,suteru
棉,wata
棊,go goishi koma
棋,go
棌,kunugi araki maruki
棍,tsue
棐,yudame
棑,ikada
棒,tsue
棓,tsue humiita
棖,hashira
棗,natsume
棘,ibara toge
棙,karakuri nejiru nejiki
棚,tana
棜,dai
棝,nezumiotoshi
棟,mune
棠,yamanashi
棣,niwazakura ikuri niwaume
棥,magaki
棧,kakehashi tana
棨,tegata
棫,tara kunugi
棭,nemunoki
森,mori
棰,shie
棲,sumu
棵,kigire
棶,muku
棹,sao kogu
棺,hitsugi
棼,munagi
椀,hachi
椁,hitsugi uwahitsugi
椄,tsugu tsugiki
椅,isu
椈,hinoki
椉,nooru nooseru
椊,hozo
椋,muku kura
椌,munashii
植,ueru tateru
椎,tsuchi utsu shii
椏,mata
椐,magaki
椑,taru huda
椒,hajikami
椓,tataku
椗,ikari
椙,sugi
椚,kunugi
椛,momiji kaba
検,shiraberu
椡,kunugi
椢,soko hako kunugi
椣,shide
椥,nagi
椨,tafu tabu
椪,kunugi
椰,yashi
椱,inoashi
椴,mukuge kui todomatsu
椵,kui
椸,koromokake
椹,ategi sawara
椻,seki
椽,taruki
椿,tsubaki
楂,ikada
楉,zakuro
楊,yanagi
楎,kara suki
楓,kaede
楔,kusabi houdate
楕,nuku
楗,kannuki
楙,utsukushii tsutomeru kaeru
楚,ibara shimoto suwae
楜,koshou kurumi
楝,ouchi
楞,kado
楠,kusunoki
楡,nire
楢,nara
楣,hisashi
楥,kata
楨,nezumimochi
楪,mado sunoko fuda
楫,kaji
楬,tatehuda
業,waza sudeni
楮,kouzo
楯,tate
楰,nezumimochi
楲,omaru okawa toi
楳,ume
楴,kanzashi ne
極,kiwameru mune kiwamaru
楷,kata nottoru tadashii
楸,hisagi
楹,hashira
楻,hatazao
楼,takadono
楽,tanoshii tanoshimu konomu
楾,hazou hanzou
楿,katsura
榀,komai
榁,muro
概,tokaki oomune omomuki
榅,sugi
榆,nire
榊,sakaki
榎,enoki
榑,kure
榕,akou
榖,kouzo
榘,jougi
榛,hashibami hari
榜,tatefuda kaji
榡,kiji
榥,tsukue
榦,miki
榧,kaya
榨,shiboriki
榫,hozo
榭,dai
榮,sakaeru hae
榯,tatsu
榱,taruki
榲,sugi
榴,zakuro
榷,marukibashi
榸,karekinone kui
榺,hatanokeishiwomotsugu
榻,koshikake shiji
榼,sakadaru
榾,hota
榿,hannoki
槁,kareru
槃,tarai
槅,kubiki sane amido
槇,kozue maki
槈,suki
槊,hoko
構,kamaeru kamae kamau
槌,tsuchi
槍,yari
槎,ikada
槐,enju
槑,ume
槓,teko
槖,hukuro huigo
槗,hashi
様,sama zama
槙,kozue maki
槝,kashi
槞,ori
槢,kusabi
槥,hitsugi
槧,fuda
槨,sotohitsugi
槪,tokaki oomune omomuki
槫,marui
槭,kaede
槯,tsumu
槱,yaku
槲,kashiwa
槳,kaji
槵,muku
槻,tsuki
槽,kaibaoke oke
槾,kote
槿,mukuge
樀,noki
樁,kui
樂,tanoshii
樅,momi
樊,magaki
樋,hi
樏,hachi
樑,hashi hari yana
樒,jinkou shikimi
樓,takadono
樔,yagura sukuiami sukuu
樕,shiba
樗,ouchi
標,kozue sue shirushi
樚,rokuro hako
樛,tsuga
樝,koboke
樞,toboso karakuri
樟,kusu
模,kata nottoru
樢,tsuta
樣,sama
樤,yuzu koeda
樨,mokusei
権,omori hakaru kari
横,yoko yokotawaru yokotaeru
樫,kashi
樮,hokuso
樰,tara
樲,natsume
樴,bou
樵,kikoru kikori
樶,fushi
樷,muragaru
樸,kiji araki sunao
樹,ueru tateru ki
樺,kaba
樽,taru
樾,kokage
樿,tsuge
橅,buna kata
橆,shigeru
橇,sori
橈,tawamu kaji
橉,shikimi
橊,zakuro
橋,hashi
橐,hukuro huigo
橑,taruki
橒,mokume
橕,hashira
橖,kurumagi
橘,tachibana
橙,daidai
橛,kui
機,hata karakuri ori
橡,tochi kunugi
橢,kobanga
橤,tareru
橦,mune kigire tsuku
橧,somai
橪,konatsume
橫,yoko yokotawaru yokotaeru
橱,kuriya
橲,zusa
橳,nude
橿,e kashi
檀,mayumi
檁,keta
檃,tamegi
檄,furebumi
檆,sugi
檇,tsuku
檉,kawarayanagi
檋,kanjiki
檍,mochi
檐,hisashi
檗,kiwada
檛,tsue
檜,hinoki
檝,kaji
檞,matsuyani
檟,hisagi
檠,yudame tomoshibi takatsuki
檢,shiraberu
檣,hobashira
檥,funayosooi
檩,keta
檪,kunugi
檫,shinbashira
檮,kirikabu oroka tsuku
檯,tsukue
檰,tochiyuu
檱,go goishi
檳,binroushi
檴,akinire
檻,ori tesuri obashima
檼,mune
檽,kikurage
檾,ichibi
檿,yamaguwa
櫁,jinkou shikimi
櫂,kaji
櫃,hitsu
櫈,koshikake
櫉,hitsu
櫌,narasu
櫐,huji
櫑,sakadaru
櫓,oodate yagura
櫕,tsue
櫖,fuza
櫚,karin
櫛,kushi kushikezuru
櫜,fukuro
櫝,hako hitsugi
櫟,kunugi
櫤,tamo
櫥,hitsu
櫧,kashi
櫨,haze
櫪,kaibaoke kunugi
櫬,hitsugi
櫰,inuenju
櫱,hikobae
櫲,kusunoki
櫺,renji
櫻,sakura
櫼,kusabi
櫽,tamegi
欂,hashira
欄,tesuri
欅,keyaki
欆,funenoho
欇,konohagauragaeru
欉,shigeru
權,omori hakaru kari
欏,yamanashi
欐,mune
欑,tsue
欒,ouchi hijiki madoka
欗,tesuri
欛,tsuka
欝,shigeru
欟,tsuki katakumi
欠,kakeru akubi
次,tsugu tsugi tsugini
欣,yorokobu
欤,ka
欧,haku utau
欨,huku
欬,seki
欯,yorokobu
欲,hossuru hoshii
欶,suu
欷,nageku
欸,nageku
欹,sobadatsu
欺,azamuku
欽,tsutsushimu
款,makoto shirusu
欿,motomeru
歀,makoto shirusu
歃,susuru
歆,ukeru
歇,yameru tsukiru
歉,akitarinai
歊,noboru
歌,utau uta
歍,haku
歎,nageku
歐,haku utau
歒,warau
歓,yorokobu
歔,susurinaku
歙,suu
歛,nozomu ataeru
歝,iyaninaru
歟,ka ya
歠,nomu
歡,yorokobu
止,tomaru ashi tomeru
正,tadashii masa tadasu
此,koko kore kono
步,aruku ayumu ayumi
武,takeshi
歧,yubi wakareru
歩,aruku ayumu ayumi
歪,yugamu hizumi
歫,tomeru
歮,shibu shibuui shibuuru
歯,ha yowai yowaisuru
歰,shiburu shibui
歲,toshi yowai
歳,toshi yowai
歴,heru
歵,totonou mii tadashii
歸,totsugu yuku kaeru
歹,warui kabanehen
死,shinu
歽,wakajini
歾,shinu
歿,shinu
殀,wakajini
殁,shinu
殂,shinu
殃,wazawai
殄,tsukiru taeru
殅,yomigaeru
殆,ayaui hotondo
殉,shitagau
殊,koto korosu tatsu
残,nokoru sokonau nokosu
殍,uejini
殑,shinikakaru
殕,yabureru kusaru taoreru
殖,fueru ueru fuyasu
殗,yamu
殘,nokoru
殛,korosu
殞,shinu ochiru
殠,nioi
殢,tsukareru
殣,uejini
殤,wakajini
殨,tadareru
殪,taosu
殫,tsukiru
殬,yabureru yaburu
殭,katakunaru
殮,osameru
殯,karimogari
殰,yabureru
殱,tsukusu horobosu
殲,tsukusu horobosu
殳,hoko
殴,naguru utsu tataku
段,kitaeru wakachi
殷,sakan
殸,kei teki koe
殹,uchiatarukoe minikuisugata
殺,korosu sogu kezuru
殻,kara
殼,kara
殽,majiru
殾,kizuku
殿,tono dono shingari
毀,kobotsu soshiru yaseru
毁,kobotsu soshiru yaseru
毃,tataku
毄,ataru
毅,tsuyoi takeshi
毆,naguru
毉,ishiya
毋,nai nakare
毌,tsuranuku
母,haha
毎,tsune
每,tsune
毒,sokonau warui
毓,sodateru
比,kuraberu narabu naraberu
毖,tsutsushimu
毘,heso
毚,usagi
毛,ke
毟,mushiru
毡,mousen
毣,yoi
毦,kekazari
毫,sukoshi
毬,mari iga
毮,mushiru
毯,kemushiro
毱,kemari
毳,mukuge
毷,tokeru
毹,kemushiro
毿,keganagai
氄,mukuge
氅,kazarike
氈,mousen
氉,ke
氍,mousen
氎,momennonuno
氏,uji
氐,humoto
民,tami
氒,ne
氓,tami
气,iki
気,iki
氛,ki wazawai
氣,iki
氲,sakan
氳,sakan
水,mizu
氵,sanzui
氶,sukuu
氷,koori hi
永,nagai tokoshieni
氹,tameike
氺,shitamizu
氽,ukaberu
氾,hirogaru
氿,ozumi wakimizu
汀,migiwa nagisa
汁,shiru
求,motomeru
汋,uruou
汎,tadayou hiroi
汏,aruu
汐,shio ushio
汒,awatadashii
汕,sukuiami
汗,ase
汙,kegaasu kegaareru togoosu kegaarerukegaaruwashii
汚,kegasu kegareru yogosu kitanai
汛,sosogu
汜,kawa
汝,nanji
汞,mizugane
江,e
池,ike
污,kegasu kegareru yogosu kitanai
汢,tsuchi
汧,sawa tadayou kiyoi
汨,shizumu
汩,nagareru
汪,hiroi ooi ike
汭,nagareru migiwa
汰,yonageru nigoru ogoru
汲,kumu
汸,tsunagu
汹,waku
決,kimeru saku kimaru
汻,hotori
汽,yuge mizuke
汾,ookii
沁,shimiru
沂,hotori fuchi
沃,sosogu koeru
沅,minamoto
沆,hiroi
沇,nagareru
沈,shizumu shizumeru
沉,shizuumu shizuumeru
沌,fusagaru kurai oroka
沍,kareru
沐,arau
沒,shizumu owaru shinu
沓,kutsu
沕,kasuka
沖,oki waku
沗,mooeru moou
沙,suna yonageru
沚,nagisa
沛,sawa sakan
没,shizumu oboreru shinu
沢,sawa uruosu uruoi
沫,awa tsubaki
沮,habamu
沰,nageru
河,kawa
沴,mokonau
沸,waku wakasu
油,abura
治,osameru naoru osamaru
沼,numa
沽,kau atai
沾,uruou
沿,sou
況,iwanya omomuki
泂,samui
泄,moreru
泅,oyogu
泆,ahureru
泉,izumi zeni
泊,tomaru tomeru tomari
泌,nagareru nijimu
泐,fumi
泑,kuroi
泓,fukai
法,nori okite nottoru
泗,hanajiru
泚,kiyoi
泛,ukabu
泝,sakanoboru
泠,satosu
泡,awa
波,nami
泣,naku naki
泥,doro nazumu
注,sosogu
泩,minagiru
泪,namida
泫,nagareru
泬,hotobashiru
泮,wakatsu
泯,horobiru
泰,yasui ookii ogoru
泳,oyogu
泴,kiyomeru
洄,sakanoboru
洇,shizumu
洊,itaru
洋,nada
洌,kyoi
洎,sosogu
洏,nurumayu
洒,arau
洓,sobouru hitasu
洗,arau arai
洛,matou tsuranaru
洞,hogaraka fukai hora
洟,hanajiru
津,tsu
洩,nobiru moreru
洪,oumizu
洫,mizo
洮,arau
洯,isagiyooi
洲,shima
洳,hitariuruo
洵,makotoni
洶,waku
洸,honoka
活,ikiru yomigaeru
洽,uruosu amaneshi
派,wakareru
流,nagareru nagasu nagare
浄,kyoi toro
浅,asai
浙,yonageru
浚,sarau
浜,hama
浞,uruou
浡,okoru
浣,arau
浤,fukai
浥,uruou
浦,ura
浧,doro
浩,hiroi ookii
浪,nami
浬,kairi notto
浮,uku ukabu uki
浴,abiru abiseru yuami
海,umi
浸,hitasu hitaru yaya
浹,amaneshi tooru uruou
浼,kegasu
涂,michi
涅,someru
涇,mizo
消,kieru kesu
涉,wataru kakawaru
涌,waku
涎,yodare
涑,susugu
涒,haku
涓,shizuku wazuka ana
涔,hitasu
涕,namida naku hanashiru
涖,nozomu
涗,nurumayu
涘,hotori
涙,namida
涚,nurumayu
涛,nami
涜,mizo kegasu kegare
涣,akiraka
涯,kishi hate
液,shiru
涵,hitasu
涷,niwakaame
涸,kareru
涹,nigoru hitasu
涼,suzushii usui makotoni
涽,midareru
淀,yodo yodomu
淅,yonagu kashone
淆,majiru
淈,nigosu
淋,sabishii
淌,shitataru
淎,hou hu
淑,yoi
淒,samui
淖,doru
淘,yonageru
淙,sosogu
淚,namida
淟,nigoru
淡,awai usui
淢,hayai
淤,doro
淥,kosu
淦,aka doro
淨,kyoi
淩,noru
淪,shizumu
淫,hitasu hoshiimama midara
淬,niragu
淮,hitoshikusuru kakomu
淰,nigoru
深,fukai fukasa fukameru
淳,atsui sunao
淵,fuchi
混,mazeru majiru mazaru
淸,kyoi kiyomeru
淹,hitasu hisashii todomaru
淺,asai
添,soeru soe sou
淼,hiroi
清,kiyoi kiyomeru
渇,kawaku kawaki
済,sumu wataru sukuu
渉,wataru kakawaru
渊,fuchi buchi
渋,shibui shibu
渌,kosu
渓,tani
渕,fuchi
渗,shimiru
渙,akiraka
渚,nagisa
減,heru herasu
渝,kawaru
渞,minamoto
渟,todomaru
渠,mizo kare nanzo
渡,wataru watasu watashi
渣,ori kasu
渥,atsui
渦,uzu
温,atataka atatameru
渫,sarau chiru yameru
測,hakaru
渭,iku shiku
港,minato
渴,kawaku kawaki
游,oyogu asobu asobi
渺,hiroi haruka
渾,nigoru subete
湃,shimiwataru
湄,mizugiwa
湅,neru
湈,yaburu
湊,minato atsumaru
湋,meguru
湍,hayase hayai
湎,oboreru shizumu
湏,tadareru
湑,kosu kiyoi
湒,huru
湓,ahureru
湔,arau
湖,mizuumi
湗,fukaidoro
湘,niru
湛,tataeru shizumu
湜,kiyoi
湝,nagareru
湟,hori kubochi
湢,yudono
湧,waku
湫,kute
湮,shizumu fusagu
湯,yu
湲,kyoi
湶,izumi
湻,atsui
湾,irie
湿,shimeru shimesu uruou
満,michiru mitasu
溉,sosogu
溌,moru tobichiru sosogu
溏,ike doro
源,minamoto
溓,nebaritsuku
準,hitoshii mizumori nori
溘,tachimachi niwaka
溜,shitataru tameru tamaru
溝,mizo
溟,kurai umi
溢,afureru michiru
溥,amaneshi
溦,kosame tani kabi
溪,tani
溫,atataka atatameru
溯,sakanoboru
溱,ooi
溲,hitasu ibari
溶,tokeru
溷,nigoru kegareru midareru
溺,oboreru ibari
溻,uruou
溽,mushiatsui
溿,mizugiwa
滀,atsumaru
滂,hiroi
滄,samui
滅,horobiru horobosu
滈,nagaame
滉,hiroi
滋,shigeru masu masumasu
滌,arau
滎,chiyorochiyoro
滑,nameraka suberu
滓,ori kasu
滔,habikoru
滕,waku
滚,tagiru
滝,taki
滞,todokooru
满,michiru mitasu
滫,togishiru
滬,eri ajiro
滭,waku
滮,nagareru
滯,todokooru
滲,shimiru
滴,shitataru shizuku shitatari
滷,shiochi shiotsuki
滸,hotori
滾,tagiru
滿,michiru mitasu
漁,sunadoru isaru sunadori
漂,tadayou
漄,hate
漆,urushi
漈,mizugiwa
漉,kosu suku koshi
漌,kiyoi hitasu
漏,moru moreru morasu
漑,sosogu
漓,usui
演,noberu
漕,kogu hakobu
漘,mizugiwa
漚,hitasu
漛,nami
漠,sunahara hiroi
漢,kara
漣,sazanami
漦,nagareru
漩,meguru
漪,nami
漫,midari midarini sozoroni
漬,hitasu tsukeru tsuke
漭,hiroi
漱,susugu ugai
漲,minagiru
漳,sasaeru
漶,hatsukirishinai
漸,susumu youyaku
漼,hukai
漾,tadayou
漿,konzu
潀,atsumaru
潅,sosogu
潑,moru tobichiru sosogu
潒,tadayou
潔,isagyoi
潗,waku
潘,shiromizu uzumaki afureru
潚,kiyoi
潛,hisomu moguru
潜,hisomu moguru
潟,kata
潡,oomizu
潢,ike
潤,uruou urumu megumi
潦,niwatazumi
潨,atsumaru mizuai kishi
潬,su
潭,fuchi fukai
潮,shio ushio
潯,fuchi
潰,tsuieru tsubure
潴,mizutamari
潾,kiyoi
澀,shibui shibu
澁,shibui shibu
澂,sumu
澃,kiyoi
澄,sumu sumasu sumi
澆,sosogu
澇,oonami
澈,kiyoi
澋,meguru
澌,tsukiru
澍,uruou
澑,shitataru tameru tamari
澔,hiroi
澖,hateganai
澗,tani tanimizu
澙,kata
澚,oki kuma
澟,samui
澡,arau
澣,arau
澤,sawa
澨,tsukiji
澪,mio
澯,kiyoi
澰,nagisa
澱,ori doro yodomu
澳,kuma oki
澹,awai
澼,tadayoi
激,hageshii hageshiku hagemasu
濁,nigoru nigosu nigori
濂,usui majieru
濃,koi komayaka
濅,uruou hitasu
濆,waku hotori
濇,todokooru
濈,yawaragu
濕,shimeru
濘,nukaru
濚,ogawa
濟,sumu
濠,hori
濡,uruou nureru uruosu
濤,nami
濫,midareru midarini
濬,sarau fukai tonaeru
濯,arau
濱,hama
濳,hisomu moguru
濵,hama
濶,hiroi
濹,boku
濺,sosogu
濾,kosu
瀀,atsui
瀅,ogawa
瀆,mizo kegasu kegare
瀉,sosogu haku
瀋,shiru
瀏,kiyoi
瀑,niwakaume taki
瀒,shiburu
瀕,hotori
瀚,hiroi
瀛,umi
瀝,shitataru
瀞,kyoi toro
瀟,kiyoshi
瀠,nagareru
瀣,mizu
瀦,mizutamari
瀧,taki
瀨,se
瀬,se
瀯,ogawa
瀰,nagareru nagare
瀲,ukabu migiwa
瀴,hukai
瀷,nagare
瀹,hitasu
瀾,nami
灋,nori
灌,sosogu
灎,nami
灑,sosogu
灔,nami
灕,shimikomu
灘,se nada
灝,mamejiru
灞,hatagashira
灣,irikomu
灤,nagareru
灥,takusannoizumi
灧,nami
灩,nami
火,hi yaku
灬,retsuka
灮,hikaaru hikari
灯,hi
灰,hai
灵,tama
灶,kama kamado hetsutsui
灸,yaito
灼,yaku
災,wazawai
灾,wazawaai
炅,arawareru
炆,atataka
炉,irori
炊,taku kashigu
炎,honoo moeru
炒,iru itameru
炕,aburu
炗,hikaaru hikari
炘,aburu
炙,aburu
炛,terusu
炤,teru
炫,hikaru
炬,taimatsu tomoshibi yaku
炭,sumi
炮,aburu
炯,akiraka
炱,susu
炳,akiraka
炷,toushin
炸,ageru
点,bochi
為,tsukuru nasu tame
烈,hageshii
烉,akiraka
烊,aburu yaku
烋,saiwai medetai yoi
烏,karasu izukunso
烑,hikaru
烓,kamado
烔,atsui
烕,horobiru horobosu
烖,wazawaai
烘,kagaribi
烙,yaku
烜,kawakasu
烝,musu moromoro
烟,kemuri kemuru kemui
烤,aburu
烱,akiraka
烹,niru
烺,hi
烽,noroshi
焃,akai
焄,ibusu
焅,kawakasu
焇,kawasu kawakasu torokasu
焉,izukunso sunawachi kore
焌,yaku
焏,sumiyaka
焔,honoo
焕,akiraka
焙,aburu
焚,yaku
焜,kagayaku
焞,akiraka
焠,yaku
無,nai nakare
焦,kogeru aseru kogasu
焫,yaku
焭,hitorimono
焯,akiraka
焰,honoo
焱,honoo
然,moeru shikaredomo shikashite
焼,yaku yaki
煁,kamado
煅,kitaaeru
煆,atsui
煇,hikari
煉,neru
煊,atataka
煋,atsui
煌,kagayaku
煎,iru
煑,niru nieru
煕,hikari hikaru
煖,atatameru
煗,atataka atatameru
煙,kemuri kemuru kemui
煚,hi
煜,kagayaku
煞,korosu
煠,yaku
煤,susu
煥,akiraka
煦,atatameru
照,teru terasu teri
煨,uzumibi
煩,wazurau wazurawasu wazurawashi
煬,aburu
煮,niru nieru
煴,ikire
煹,noroshi
煽,aoru odateru okoru
熀,sakan
熄,kieru yamu
熅,uzumibi
熇,atsui
熈,hikaru hiroi yorokobu
熊,kuma
熌,moeagaru
熏,fusuberu kusuberu
熒,hikari
熔,igata tokeru
熕,oozutsu
熖,honoo
熙,hikari hikaru
熟,ureru niru tsuratsura
熠,higari
熢,noroshi tobuhi
熨,osaeru nosu hinoshi
熬,iru
熯,gawaku
熰,maruyaki
熱,atsui
熲,higari
熳,migarini
熹,aburu
熺,akarui aburu
熾,sakan
熿,kagayaku
燀,taku
燁,sakan
燃,moeru moyasu
燄,honoo
燈,tomoshibi hi
燉,akiraka
燋,taimatsu
燌,taku yaku
燎,kagaribi
燐,onibi
燒,yaku
燓,yaku yakigari
燔,yaku
燕,tsubame
燖,niru
燗,kan kansuru
燙,atatameru
營,itonamu
燠,atatakai
燥,kawaku
燦,akiraka
燧,hiuchi noroshi
燬,yaku
燭,tomoshibi
燮,yawarageru
燸,atatameru
燹,nobi
燻,fusuberu kusuberu
燼,moenokori
燾,terasu
燿,kagayaku
爀,akai kagayaku
爆,sakeru yaku
爇,yaku
爈,yaku yamabi
爍,tokasu
爐,irori
爓,hikari
爗,sakan
爛,tadareru
爝,taimatsu
爟,yaku
爤,tadareru
爨,kashigu kamado
爪,tsume
爫,tsumekanmuri tsumegashira
爬,kaku
爭,arasou
爯,tonahe ageru
爰,kokoni
爲,tsukuru nasu tame
爴,tsukamu sarau
爵,sakazuki
父,chichi
爺,chichi jiji oyaji
爻,majiwaru
爼,manaita
爽,akiraka sawayaka tagau
爾,nanji sono shikari
爿,dai kigire
牀,yuka
牁,kui
牂,mehitsuji
牃,yuzuriha
牅,kakine
牆,kaki
片,kata kire pensu
版,ita fuda
牋,fuda
牌,fuda
牎,mado
牐,itagakoi
牒,fuda
牓,huda
牔,nokiita
牕,mado
牖,mado
牘,fuda kakimono
牙,kiba ha
牚,hashira
牛,ushi
牜,ushihen
牝,mesu
牟,musaboru
牡,osu
牢,hitoya katai
牣,misaru
牧,maki kau yashinau
牨,oushi
物,mono
牫,kiru
牮,tsutsupori
牯,oushi
牲,ikenie
牴,fureru
牷,ikenie
牸,mesu
特,oushi hitori kotoni
牻,madara
牽,hiku
牾,sakarau
牿,ori
犀,sai katai surudoi
犁,suki
犂,suki
犇,hashiru hishimeku
犒,negirau
犖,madaraushi
犛,karaushi yaku
犠,ikenie
犢,koushi
犧,ikenie
犬,inu
犭,kemonohen
犯,okasu
犲,yamainu
状,katachi
犹,nao
狂,kuruu kichigai
狃,nareru narau
狄,ebisu
狆,chin
狉,kodanuki
狌,shiyoujiyou
狎,nareru anadoru
狐,kitsune
狒,hihi
狗,inu
狙,nerau
狛,koma
狠,motoru
狡,zurui warugashiko
狢,mujina
狥,tonaeru shitagau
狩,karu kari
独,hitori
狭,semai sebameru sa
狷,tamerau
狸,tanuki
狹,semai sebameru
狼,ookami
猂,takashi arashi
猍,tanuki
猒,akiru
猖,kuruu
猗,au uruwashii nagai
猛,takeshi
猜,netamu
猝,niwaka
猟,kari karu
猤,takeshii isamashii
猥,midari midarini
猧,chin
猨,saru
猩,akairo
猪,inoshishi i
猫,neko
猬,harinezumi
献,tatematsuru
猯,inoshishi
猱,saru
猲,ookami
猴,saru
猶,nao
猷,hakaru hakarigoto
猻,saru
猾,warugashiko
猿,saru
獃,oroka
獄,hitoya
獅,shishi
獍,kagami
獎,susumeru
獏,baku
獐,noro
獒,inu
獗,takeru
獝,kuruu
獠,kari
獣,kemono kedamono
獦,ookami
獧,haneodoru
獨,hitori
獪,warugashiko
獮,kari
獰,warui
獲,eru
獵,kari karu
獷,arai
獸,kemono
獹,inu
獺,kawauso
獻,tatematsuru
獼,saru
玃,oozaru
玄,kuro
玅,tae
玆,shigeru masu mushiro kokoni
率,hikiiru oomune wariai
玉,tama
王,kimi
玓,hikaru
玘,tama
玜,tama
玢,tama
玩,moteasobu
玳,taimai
玷,kakeru
玹,ishi
玼,azayaka
珂,kutsuwagai kutsuwa
珋,ishi
珌,kazari
珍,mezurashii
珎,mezurashii
珒,tama
珖,tama
珝,tama
珠,tama
珡,koto
珢,utsukushii
珣,tama
珥,mimidama mimikazari higasa
珧,tairagi
珪,tama
班,wakeru
珮,obidama
珹,tama
珻,tama
現,arawareru arawasu utsutsu
珿,hitoshii
琀,hukumidama
球,tama
琄,tama
理,suji kotowari osameru
琑,chiisai kusari
琛,takara
琢,migaku
琦,tama
琩,mimidama
琪,tama
琭,tama
琲,tsuranuku
琴,koto
琹,koto
瑇,taimai
瑑,ukibori
瑕,kizu nanzo
瑞,shirushi mizu
瑟,oogoto
瑣,chiisai
瑤,tama
瑧,tama
瑩,akiraka migaku shibomu
瑭,tama
瑮,utsukushii
瑰,ookii sugureru utsukushii
瑱,mimidama
瑳,migaku
瑶,tama
璉,utsuwa
璋,hishaku tama arawasu
璑,ishi
璒,ishi
璙,shirogane
璞,aratama
璠,tama
璣,tama
璧,tama
璪,kazari
璫,mimikazari
璮,tama
璯,kazari
環,tamaki wa meguru
璱,azayaka
璹,tama
璽,shirushi
瓊,tama
瓌,tama mezurashii
瓘,tama
瓜,uri
瓠,hisago
瓢,fukube hisago
瓣,hanabira
瓤,uriwata
瓦,kawara guramu
瓧,dekaguramu
瓩,kiroguramu
瓪,megahara
瓫,hotogi afureru
瓮,motai
瓯,kame hotogi
瓰,deshiguramu
瓱,miriguramu
瓲,ton
